"dbn","school_name","school_type","enrollment","survey_pp_RI","survey_pp_CT","survey_pp_SE","survey_pp_ES","survey_pp_SF","survey_pp_TR","QR_1_1","QR_1_2","QR_2_2","QR_3_4","QR_4_2","QR_1_4","QR_1_3","QR_3_1","QR_4_1","QR_5_1","Dates_of_Review","rating_ela_grade_8_pct_rs","rating_mth_grade_8_pct_rs","gender_female_pct","gender_male_pct","ELL","IEP","cap_sc_pct"
"06M293","City College Academy of the Arts","High School","354","0.71","0.71","0.57","0.66","0.87","0.76","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2017-04-01T00:00:00.000","3.32","3.39","0.514","0.486","0.025","0.144","0"
"06M346","Community Health Academy of the Heights","High School","422","0.9","0.95","0.92","0.97","1","0.98","Proficient","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","2017-01-01T00:00:00.000","2.87","2.58","0.524","0.476","0.097","0.168","0.002"
"06M348","Washington Heights Expeditionary Learning School","High School","383","0.81","0.91","0.79","0.85","0.91","0.92","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Proficient","2018-02-01T00:00:00.000","2.88","2.73","0.488","0.512","0.094","0.209","0"
"06M462","The College Academy","High School","367","0.83","0.94","0.89","0.93","0.95","0.95","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Well Developed","Proficient","Proficient","Well Developed","2020-03-01T00:00:00.000","2.34","2.15","0.428","0.572","0.534","0.207","0.03"
"06M463","High School for Media and Communications","High School","350","0.71","0.83","0.78","0.84","0.93","0.91","Proficient","Developing","Developing","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Developing","2020-02-01T00:00:00.000","2.5","2.22","0.466","0.534","0.474","0.189","0.009"
"06M467","High School for Law and Public Service","High School","445","0.87","0.9","0.84","0.93","0.95","0.96","Developing","Developing","Proficient","Developing","Developing","Developing","Proficient","Proficient","Proficient","Developing","2016-11-01T00:00:00.000","2.5","2.3","0.515","0.485","0.357","0.258","0.09"
"06M468","High School for Health Careers and Sciences","High School","401","0.77","0.76","0.75","0.81","1","0.88","Proficient","Proficient","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","Well Developed","2018-05-01T00:00:00.000","2.44","2.25","0.534","0.466","0.411","0.187","0.002"
"06M540","A. Philip Randolph Campus High School","High School","1,409","No Data","No Data","No Data","No Data","No Data","No Data","Proficient","Developing","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2017-01-01T00:00:00.000","2.84","2.67","0.512","0.488","0.121","0.173","0.018"
"06M552","Gregorio Luperon High School for Science and Mathe","High School","521","0.89","0.9","0.85","0.94","0.94","0.93","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","2017-05-01T00:00:00.000","2.03","2.13","0.551","0.449","0.752","0.027","0.002"
"07X221","South Bronx Preparatory: A College Board School","High School","398","0.88","0.95","0.85","0.96","0.93","0.95","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","Well Developed","2020-03-01T00:00:00.000","2.86","2.57","0.525","0.475","0.043","0.241","0.003"
"07X223","The Laboratory School of Finance and Technology: X","High School","386","0.73","0.91","0.73","0.98","0.81","0.83","Well Developed","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2019-10-01T00:00:00.000","3.11","3.29","0.474","0.526","0.036","0.199","0"
"07X259","H.E.R.O. High (Health, Education, and Research Occ","High School","532","0.81","0.94","0.73","0.95","0.92","0.94","Well Developed","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Well Developed","Well Developed","2018-05-01T00:00:00.000","2.72","2.46","0.679","0.321","0.077","0.226","0.024"
"07X334","International Community High School","High School","410","0.77","0.88","0.81","0.88","0.84","0.91","Well Developed","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","2017-11-01T00:00:00.000","1.77","1.8","0.502","0.498","0.81","0.085","0.002"
"07X427","Community School for Social Justice","High School","310","0.91","1","1","1","0.99","1","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Proficient","Proficient","Well Developed","Proficient","2019-12-01T00:00:00.000","2.4","2.08","0.487","0.513","0.223","0.265","0.01"
"07X473","Mott Haven Village Preparatory High School","High School","302","0.69","0.7","0.67","0.74","0.87","0.82","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2016-12-01T00:00:00.000","2.43","2.05","0.437","0.563","0.152","0.305","0.026"
"07X495","University Heights Secondary School","High School","581","No Data","No Data","No Data","No Data","No Data","No Data","Proficient","Proficient","Proficient","Well Developed","Proficient","No Data","No Data","No Data","No Data","No Data","2015-03-19T00:00:00.000","3.35","3.33","0.59","0.41","0.026","0.177","0"
"07X500","Hostos-Lincoln Academy of Science","High School","371","0.81","0.84","0.78","0.88","0.87","0.93","Proficient","Developing","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2017-02-01T00:00:00.000","3.13","2.85","0.504","0.496","0.024","0.175","0.005"
"07X522","Bronx Design and Construction Academy","High School","382","0.71","0.72","0.69","0.74","0.84","0.84","Proficient","Developing","Proficient","Proficient","Proficient","No Data","No Data","No Data","No Data","No Data","2016-03-03T00:00:00.000","2.54","2.38","0.136","0.864","0.089","0.374","0.037"
"07X527","Bronx Leadership Academy II High School","High School","496","0.73","0.73","0.72","0.78","0.92","0.79","Proficient","Proficient","Developing","Well Developed","Well Developed","Well Developed","Proficient","Proficient","Well Developed","Proficient","2017-11-01T00:00:00.000","2.55","2.25","0.45","0.55","0.123","0.296","0.038"
"07X548","Careers in Sports High School","High School","499","0.62","0.93","0.71","No Data","No Data","0.81","Proficient","Proficient","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Proficient","Proficient","Proficient","2017-03-01T00:00:00.000","2.54","2.42","0.248","0.752","0.154","0.273","0"
"07X551","The Urban Assembly Bronx Academy of Letters","High School","333","0.78","0.86","0.72","0.9","0.93","0.94","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Proficient","Proficient","2017-05-01T00:00:00.000","2.5","2.06","0.489","0.511","0.108","0.24","0.084"
"07X600","Alfred E. Smith Career and Technical Education Hig","High School","435","0.76","0.8","0.65","0.83","0.87","0.83","Developing","Developing","Developing","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Developing","2017-05-01T00:00:00.000","2.47","2.27","0.124","0.876","0.154","0.269","0.048"
"07X670","Health Opportunities High School","High School","476","No Data","No Data","No Data","0.9","0.88","0.9","Developing","Developing","Developing","Proficient","Developing","Proficient","Proficient","Developing","Developing","Developing","2019-04-01T00:00:00.000","2.53","2.24","0.607","0.393","0.113","0.275","0.004"
"08X269","Bronx Studio School for Writers and Artists","High School","326","0.51","0.57","0.35","0.47","0.63","0.57","Proficient","Developing","Developing","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2017-03-01T00:00:00.000","2.64","2.27","0.512","0.488","0.098","0.242","0.006"
"08X282","Women's Academy of Excellence","High School","230","0.96","0.91","0.89","0.88","0.89","0.91","Proficient","Proficient","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2016-10-01T00:00:00.000","2.48","2.21","1","0","0.209","0.196","0"
"08X293","Renaissance High School for Musical Theater and th","High School","431","0.8","0.92","0.82","0.96","0.83","0.94","Well Developed","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","Well Developed","2019-03-01T00:00:00.000","2.65","2.34","0.592","0.408","0.039","0.216","0.002"
"08X312","Millennium Art Academy","High School","406","0.88","0.91","0.92","0.87","0.91","0.91","Developing","Developing","Developing","Proficient","Developing","Proficient","Proficient","Developing","Proficient","Developing","2017-03-01T00:00:00.000","2.74","2.35","0.586","0.414","0.047","0.232","0"
"08X320","Pelham Lab High School","High School","450","0.71","0.78","0.63","0.85","0.94","0.95","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2017-12-01T00:00:00.000","2.68","2.36","0.456","0.544","0.144","0.198","0.007"
"08X348","Schuylerville Preparatory High School","High School","383","No Data","No Data","No Data","0.93","0.89","0.96","Proficient","Developing","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2017-01-01T00:00:00.000","2.62","2.31","0.426","0.574","0.149","0.225","0.003"
"08X349","Bronx River High School","High School","460","0.87","0.84","0.82","0.93","0.87","0.89","Proficient","Proficient","Proficient","Well Developed","Well Developed","Proficient","Well Developed","Proficient","Well Developed","Proficient","2018-02-01T00:00:00.000","2.54","2.33","0.391","0.609","0.141","0.257","0.007"
"08X367","Archimedes Academy for Math, Science and Technolog","High School","322","No Data","No Data","No Data","No Data","No Data","No Data","Proficient","Proficient","Proficient","Proficient","Developing","Well Developed","Proficient","Proficient","Proficient","Proficient","2017-02-01T00:00:00.000","2.55","2.3","0.382","0.618","0.121","0.27","0.081"
"08X376","Antonia Pantoja Preparatory Academy: A College Boa","High School","228","0.71","0.88","0.63","0.88","0.92","0.92","Developing","Developing","Developing","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Developing","2017-03-01T00:00:00.000","2.57","2.08","0.399","0.601","0.149","0.268","0"
"08X405","Herbert H. Lehman High School","High School","898","No Data","No Data","No Data","0.92","0.85","0.9","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2018-04-01T00:00:00.000","2.78","2.52","0.403","0.597","0.11","0.235","0.04"
"08X432","Bronx Bridges High School","High School","341","0.87","0.96","0.85","0.96","0.95","0.94","Developing","Developing","Proficient","Well Developed","Proficient","No Data","No Data","No Data","No Data","No Data","2015-01-08T00:00:00.000","1.95","1.91","0.428","0.572","0.762","0.114","0.003"
"08X452","Gotham Collaborative High School","High School","485","0.72","0.86","0.67","0.93","0.91","0.92","Proficient","Proficient","Proficient","Well Developed","Proficient","No Data","No Data","No Data","No Data","No Data","2015-05-08T00:00:00.000","2.46","2.21","0.392","0.608","0.134","0.256","0.004"
"08X530","Longwood Preparatory Academy","High School","328","0.78","0.92","0.73","0.96","0.96","0.93","Proficient","Proficient","Proficient","Proficient","Well Developed","Well Developed","Proficient","Proficient","Well Developed","Proficient","2018-05-01T00:00:00.000","2.4","2.06","0.473","0.527","0.159","0.305","0.009"
"08X558","Westchester Square Academy","High School","508","0.72","0.78","0.64","0.8","0.82","0.85","Well Developed","Developing","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2019-05-01T00:00:00.000","2.81","2.52","0.453","0.547","0.087","0.207","0.01"
"08X559","School for Tourism and Hospitality","High School","249","0.5","0.58","0.5","0.54","0.87","0.8","Proficient","Developing","Developing","Proficient","Developing","Developing","Proficient","Proficient","Proficient","Proficient","2017-03-01T00:00:00.000","2.36","2.03","0.598","0.402","0.233","0.345","0.016"
"08X561","Bronx Compass High School","High School","374","0.77","0.83","0.64","0.79","0.66","0.85","Developing","Developing","Developing","Developing","Under Developed","Developing","Developing","Developing","Developing","Developing","2017-04-01T00:00:00.000","2.65","2.43","0.369","0.631","0.112","0.265","0.011"
"09X227","Bronx Collegiate Academy","High School","350","0.86","0.97","0.81","0.98","0.84","0.91","Proficient","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","Proficient","2018-04-01T00:00:00.000","2.55","2.25","0.517","0.483","0.149","0.251","0.011"
"09X231","Eagle Academy for Young Men","High School","289","0.69","0.87","0.61","0.9","0.84","0.9","Proficient","Developing","Developing","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","Developing","2017-05-01T00:00:00.000","2.48","2.5","0","1","0.048","0.277","0.055"
"09X241","Urban Assembly School for Applied Math and Science","High School","341","0.74","0.83","0.7","0.87","0.91","0.9","Proficient","Proficient","Developing","Proficient","Developing","Proficient","Well Developed","Proficient","Well Developed","Proficient","2019-01-01T00:00:00.000","2.61","2.76","0.469","0.531","0.103","0.293","0.018"
"09X250","Eximius College Preparatory Academy: A College Boa","High School","393","0.91","0.86","0.81","0.89","0.98","0.91","Well Developed","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","Well Developed","2020-02-01T00:00:00.000","2.86","2.61","0.545","0.455","0.071","0.242","0.003"
"09X252","Mott Hall Bronx High School","High School","356","0.56","0.47","0.61","0.42","0.63","0.68","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Proficient","Proficient","2017-10-01T00:00:00.000","2.66","2.38","0.528","0.472","0.084","0.247","0.011"
"09X260","Bronx Center for Science and Mathematics","High School","441","0.76","0.9","0.78","0.9","0.86","0.94","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2019-11-01T00:00:00.000","3.04","2.93","0.522","0.478","0.05","0.211","0.034"
"09X263","Validus Preparatory Academy","High School","359","0.67","0.78","0.69","0.8","0.9","0.85","Proficient","Developing","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2017-03-01T00:00:00.000","2.53","2.22","0.513","0.487","0.117","0.251","0.061"
"09X297","Morris Academy for Collaborative Studies","High School","432","0.84","0.93","0.84","0.95","0.98","0.96","Well Developed","Proficient","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","Well Developed","2017-11-01T00:00:00.000","2.59","2.29","0.521","0.479","0.127","0.252","0.035"
"09X324","Bronx Early College Academy for Teaching & Learnin","High School","283","No Data","No Data","No Data","0.86","0.92","0.92","Well Developed","Proficient","Proficient","Well Developed","Proficient","Well Developed","Proficient","Proficient","Well Developed","Proficient","2017-05-01T00:00:00.000","3.05","2.86","0.459","0.541","0.042","0.194","0.004"
"09X327","Comprehensive Model School Project M.S. 327","High School","406","0.84","0.87","0.81","0.91","0.91","0.96","Proficient","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Proficient","Proficient","2019-03-01T00:00:00.000","2.84","2.97","0.448","0.552","0.113","0.288","0.101"
"09X329","DreamYard Preparatory School","High School","271","0.9","0.92","0.87","0.94","0.92","0.95","Proficient","Proficient","Proficient","Proficient","Well Developed","Well Developed","Proficient","Proficient","Proficient","Proficient","2017-03-01T00:00:00.000","2.52","2.31","0.568","0.432","0.192","0.229","0.007"
"09X365","Academy for Language and Technology","High School","331","0.88","0.86","0.92","0.9","0.94","0.95","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2016-01-07T00:00:00.000","1.96","2.14","0.45","0.55","0.668","0.051","0"
"09X403","Bronx International High School","High School","375","0.81","0.96","0.81","0.95","0.86","0.93","Proficient","Proficient","Proficient","Well Developed","Well Developed","Proficient","Proficient","Proficient","Proficient","Proficient","2018-05-01T00:00:00.000","1.91","1.97","0.528","0.472","0.88","0.045","0.003"
"09X404","School for Excellence","High School","249","0.59","0.56","0.57","0.44","0.78","0.56","Developing","Developing","Developing","Developing","Developing","Proficient","Developing","Developing","Developing","Developing","2017-03-01T00:00:00.000","2.27","1.99","0.478","0.522","0.257","0.257","0.004"
"09X412","Bronx High School of Business","High School","303","0.74","0.74","0.71","0.78","0.83","0.85","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2018-03-01T00:00:00.000","2.33","2.05","0.416","0.584","0.363","0.238","0.01"
"09X413","Bronx High School for Medical Science","High School","284","0.89","0.92","0.86","0.92","0.93","0.98","Proficient","Developing","Developing","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","2017-04-01T00:00:00.000","3.04","2.98","0.574","0.426","0.07","0.225","0.092"
"09X505","Bronx School for Law, Government and Justice","High School","466","0.72","0.85","0.68","0.97","0.91","0.91","Proficient","Developing","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2017-10-01T00:00:00.000","3.09","2.67","0.59","0.41","0.073","0.219","0.03"
"09X517","Frederick Douglass Academy III Secondary School","High School","333","0.68","0.86","0.74","0.91","0.93","0.92","Well Developed","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2018-02-01T00:00:00.000","2.4","2.08","0.453","0.547","0.183","0.276","0.009"
"09X525","Bronx Leadership Academy High School","High School","466","0.67","0.7","0.72","0.66","0.78","0.59","Well Developed","Developing","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2017-04-01T00:00:00.000","2.41","2.1","0.466","0.534","0.157","0.283","0.006"
"09X543","High School for Violin and Dance","High School","225","0.8","0.86","0.74","0.86","0.87","0.92","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2017-03-01T00:00:00.000","2.37","2.12","0.711","0.289","0.182","0.307","0"
"09X564","Claremont International HS","High School","363","0.8","0.98","0.78","1","0.97","0.96","Well Developed","Well Developed","Proficient","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2015-04-15T00:00:00.000","1.81","1.95","0.504","0.496","0.837","0.08","0.003"
"09X568","Young Women's Leadership School of the Bronx","High School","290","0.72","0.88","0.66","0.93","0.89","0.9","Well Developed","Proficient","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Proficient","Proficient","Well Developed","2019-03-01T00:00:00.000","3.08","3.03","1","0","0.052","0.172","0.003"
"10X141","Riverdale / Kingsbridge Academy (Middle School / H","High School","731","0.74","0.85","0.64","0.85","0.88","0.86","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2018-03-01T00:00:00.000","2.92","2.99","0.492","0.508","0.062","0.183","0.068"
"10X213","Bronx Engineering and Technology Academy","High School","395","No Data","No Data","No Data","0.91","0.92","0.88","Proficient","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2017-03-01T00:00:00.000","2.58","2.4","0.157","0.843","0.177","0.246","0"
"10X225","Theatre Arts Production Company School","High School","330","No Data","No Data","No Data","0.94","0.91","0.94","Proficient","Proficient","Proficient","Proficient","Proficient","Well Developed","Well Developed","Proficient","Well Developed","Proficient","2018-03-01T00:00:00.000","2.72","2.47","0.679","0.321","0.085","0.245","0.024"
"10X237","The Marie Curie School for Medicine, Nursing, and","High School","383","No Data","No Data","No Data","No Data","No Data","No Data","Well Developed","Proficient","Proficient","Well Developed","Proficient","No Data","No Data","No Data","No Data","No Data","2014-12-22T00:00:00.000","2.65","2.3","0.697","0.303","0.12","0.219","0.021"
"10X243","West Bronx Academy for the Future","High School","328","0.72","0.86","0.63","0.9","0.89","0.89","Proficient","Developing","Developing","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2017-02-01T00:00:00.000","2.68","2.41","0.436","0.564","0.104","0.265","0.052"
"10X264","Bronx Academy for Software Engineering (BASE)","High School","396","No Data","No Data","No Data","No Data","No Data","No Data","Proficient","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2019-05-01T00:00:00.000","2.73","2.59","0.207","0.793","0.093","0.273","0.023"
"10X268","Kingsbridge International High School","High School","434","0.68","0.79","0.57","0.74","0.88","0.85","Developing","Developing","Developing","Developing","Developing","Developing","Developing","Developing","Developing","Developing","2017-03-01T00:00:00.000","1.82","2","0.468","0.532","0.857","0.048","0"
"10X284","Bronx School of Law and Finance","High School","392","0.75","0.9","0.73","0.93","0.81","0.92","Proficient","Developing","Developing","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","2017-05-01T00:00:00.000","2.63","2.38","0.508","0.492","0.25","0.202","0.036"
"10X342","International School for Liberal Arts","High School","370","0.79","0.83","0.76","0.87","0.89","0.89","Proficient","Developing","Developing","Proficient","Proficient","Well Developed","Proficient","Proficient","Well Developed","Proficient","2018-01-01T00:00:00.000","2.28","2.18","0.514","0.486","0.673","0.084","0"
"10X351","Bronx Collaborative High School","High School","560","0.76","0.73","0.68","0.75","0.87","0.8","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Proficient","Proficient","2016-10-01T00:00:00.000","2.74","2.46","0.502","0.498","0.168","0.218","0.002"
"10X353","World View High School","High School","583","0.81","0.88","0.81","0.89","0.93","0.91","Proficient","Proficient","Proficient","Well Developed","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","2018-11-01T00:00:00.000","2.83","2.65","0.564","0.436","0.221","0.201","0.002"
"10X368","In-Tech Academy (M.S. / High School 368)","High School","568","0.7","0.89","0.69","No Data","No Data","0.82","Well Developed","Proficient","Proficient","Well Developed","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2018-06-01T00:00:00.000","2.94","2.58","0.484","0.516","0.123","0.225","0.037"
"10X374","Knowledge and Power Preparatory Academy Internatio","High School","421","0.83","0.89","0.81","0.87","0.91","0.94","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2020-01-01T00:00:00.000","2.8","2.67","0.58","0.42","0.095","0.238","0.01"
"10X433","High School for Teaching and the Professions","High School","414","0.89","0.89","0.86","0.93","0.99","0.93","Proficient","Proficient","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2017-03-01T00:00:00.000","2.59","2.36","0.507","0.493","0.239","0.229","0.002"
"10X434","Belmont Preparatory High School","High School","389","0.65","0.86","0.78","0.85","0.82","0.91","Proficient","Proficient","Proficient","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","2018-01-01T00:00:00.000","2.72","2.57","0.537","0.463","0.087","0.221","0.033"
"10X437","Fordham High School for the Arts","High School","369","No Data","No Data","No Data","0.82","0.9","0.93","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2016-03-15T00:00:00.000","3.06","2.8","0.707","0.293","0.019","0.23","0.003"
"10X438","Fordham Leadership Academy","High School","373","0.79","0.81","0.69","0.84","0.9","0.88","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Well Developed","Proficient","Well Developed","Proficient","2018-05-01T00:00:00.000","2.55","2.27","0.515","0.485","0.153","0.247","0.003"
"10X439","Bronx High School for Law and Community Service","High School","406","0.87","0.93","0.89","0.94","0.88","0.95","Well Developed","Proficient","Proficient","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Proficient","2018-05-01T00:00:00.000","2.77","2.46","0.579","0.421","0.118","0.234","0.025"
"10X440","DeWitt Clinton High School","High School","975","0.72","0.79","0.72","0.75","0.82","0.79","Developing","Developing","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2018-03-01T00:00:00.000","2.8","2.59","0.45","0.55","0.108","0.205","0.024"
"10X442","Celia Cruz Bronx High School of Music, The","High School","441","0.81","0.87","0.74","0.88","0.93","0.9","Proficient","Proficient","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2019-03-01T00:00:00.000","3.08","2.8","0.651","0.349","0.043","0.209","0.005"
"10X445","The Bronx High School of Science","High School","2,981","0.85","0.87","0.8","0.92","0.86","0.9","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2019-01-01T00:00:00.000","4.08","4.32","0.416","0.584","0","0.015","0"
"10X477","Marble Hill High School for International Studies","High School","442","0.81","0.91","0.8","0.93","0.83","0.93","Proficient","Proficient","Developing","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","Developing","2020-02-01T00:00:00.000","2.9","2.9","0.559","0.441","0.247","0.158","0"
"10X524","Crotona International High School","High School","338","0.7","0.67","0.74","0.61","0.9","0.79","Proficient","Developing","Proficient","Proficient","Proficient","Developing","Proficient","Proficient","Well Developed","Proficient","2017-05-01T00:00:00.000","1.75","1.91","0.473","0.527","0.953","0.059","0"
"10X546","Bronx Theatre High School","High School","328","0.92","0.88","0.78","0.84","0.94","0.91","Proficient","Developing","Proficient","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","2017-02-01T00:00:00.000","2.63","2.2","0.677","0.323","0.037","0.207","0.006"
"10X549","Discovery High School","High School","449","0.86","0.89","0.83","0.97","0.95","0.95","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2017-12-01T00:00:00.000","2.55","2.27","0.454","0.546","0.194","0.245","0"
"10X565","High School for Energy and Technology","High School","382","0.72","0.78","0.73","0.89","0.89","0.8","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","2018-03-01T00:00:00.000","2.63","2.4","0.249","0.751","0.118","0.277","0.026"
"10X696","High School of American Studies at Lehman College","High School","382","No Data","No Data","No Data","0.91","0.86","0.94","Well Developed","Well Developed","Proficient","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2015-02-25T00:00:00.000","4.07","4.28","0.552","0.448","0","0.024","0"
"11X249","Bronx Health Sciences High School","High School","287","0.77","0.91","0.69","0.94","0.94","0.85","Proficient","Proficient","Proficient","Well Developed","Well Developed","Proficient","Proficient","Proficient","Well Developed","Proficient","2017-03-01T00:00:00.000","2.86","2.71","0.582","0.418","0.042","0.101","0.01"
"11X253","Bronx High School for Writing and Communication Ar","High School","301","No Data","No Data","No Data","No Data","No Data","No Data","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2016-12-01T00:00:00.000","2.62","2.26","0.495","0.505","0.14","0.223","0.013"
"11X265","Bronx Lab School","High School","343","No Data","No Data","No Data","No Data","No Data","No Data","Proficient","Developing","Proficient","Proficient","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","2016-12-01T00:00:00.000","2.54","2.27","0.391","0.609","0.155","0.265","0.076"
"11X270","Academy for Scholarship and Entrepreneurship: A Co","High School","363","No Data","No Data","No Data","No Data","No Data","No Data","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2018-04-01T00:00:00.000","2.59","2.29","0.488","0.512","0.055","0.19","0.019"
"11X275","High School of Computers and Technology","High School","542","0.77","0.83","0.79","0.88","0.89","0.9","Proficient","Proficient","Developing","Well Developed","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2018-05-01T00:00:00.000","2.75","2.61","0.159","0.841","0.089","0.247","0.031"
"11X288","Collegiate Institute for Math and Science","High School","569","0.85","0.87","0.84","0.92","0.89","0.9","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2017-05-01T00:00:00.000","3.18","3.13","0.432","0.568","0.03","0.149","0.012"
"11X290","Bronx Academy of Health Careers","High School","359","0.77","0.89","0.66","0.89","0.9","0.87","Proficient","Developing","Developing","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Proficient","Proficient","2017-11-01T00:00:00.000","2.7","2.34","0.682","0.318","0.106","0.201","0"
"11X299","Astor Collegiate Academy","High School","483","0.71","0.72","0.64","0.68","0.82","0.77","Proficient","Developing","Developing","Proficient","Developing","Developing","Proficient","Proficient","Proficient","Proficient","2017-05-01T00:00:00.000","2.76","2.57","0.439","0.561","0.075","0.199","0.014"
"11X418","Bronx High School for the Visual Arts","High School","440","0.63","0.65","0.64","0.71","0.83","0.77","Proficient","Developing","Proficient","Developing","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","2016-11-01T00:00:00.000","2.73","2.36","0.482","0.518","0.05","0.286","0.002"
